title,genres,release_date,runtime,budget,revenue,director,popularity,vote_average,vote_count,overview
Calculator,"['Thriller', 'Science Fiction', 'Action']",2014-12-18,83,2200000,0,Alexandr Gromov,28.416,4.9,143,"Ten prisoners condemned to exile on a hostile planet XT-59 must pave the way through swamp to reach the Islands of Happiness, the only safe area on the planet, before the harsh climate or the underground horrors kill them all."
The Lair,"['Horror', 'Action']",2022-10-28,93,0,0,Neil Marshall,28.413,5.7,240,"Royal Air Force pilot Lt. Kate Sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in Afghanistan. She finds refuge in an abandoned underground bunker where deadly man-made creatures known as Ravagers — half-human, half-alien, and hungry for human flesh — are awakened."
You Are So Beautiful,"['Comedy', 'Drama']",2005-11-07,97,0,25001149,Jean-Louis Livi,28.406,6.3,166,"Aymé Pigrenet, a recently widowed farmer, is eager to find a new wife to help him run his farm. Desperate, he seeks the aid of a local matchmaker who suggest that he go to Romania to find a new wife. There he meets Elena."
Rocco,['Documentary'],2016-11-30,105,0,0,Fabrice Coat,28.399,5.6,168,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever."
Patriots Time,"['Action', 'War', 'Drama']",2022-04-28,101,0,0,Kayrat Temirgaliev,28.395,7.8,120,"The brothers Sultan and Bekzat Ibrayev are serving faithfully in the Armed Forces of Kazakhstan, and at the same time they are in family disagreement. Sultan is a valiant intelligence officer and Bekzat is a talented fighter pilot. While an international terrorist organization prepares a carefully planned attack on the country's strategically important facilities, the brothers have to face not only a mortal threat, but also face a family confrontation related to their dead father. Circumstances force them to unite in order to save human lives, and the brothers eventually understand that their homeland and family are the most valuable thing they have."
An American Werewolf in London,"['Comedy', 'Horror']",1981-08-21,97,10000000,31973249,John Landis,28.395,7.4,2393,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body."
Horrible Bosses 2,['Comedy'],2014-11-12,108,42000000,107645357,Eddie Braun,28.383,6.189,4092,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
A Time to Kill,"['Crime', 'Drama', 'Thriller']",1996-07-24,149,40000000,152266007,Joel Schumacher,28.368,7.378,2489,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK."
Hummingbird,"['Action', 'Thriller']",2013-05-07,100,20000000,8352885,Steven Knight,28.366,6.2,1676,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process."
Romance,"['Drama', 'Romance']",1999-04-14,99,2700000,3885642,Catherine Breillat,28.36,5.498,256,"Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners."
Transporter 3,"['Action', 'Thriller', 'Crime']",2008-11-26,104,30000000,109000000,Olivier Megaton,28.357,6.1,3326,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective."
Code 8,"['Science Fiction', 'Action', 'Crime']",2019-12-06,99,15000000,157209,Lize van der Bijl,28.352,6.259,1963,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)"
Secret Headquarters,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']",2022-08-12,104,0,0,Larry Fong,28.345,6.5,353,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world."
"Hello, Love, Again","['Romance', 'Drama']",2024-11-13,120,0,0,Cathy Garcia-Sampana,28.331,0.0,0,"Five years on from when Joy said goodbye to Ethan and Hong Kong to pursue her dreams in Canada. After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually."
Brothers,"['Drama', 'Thriller', 'War']",2009-12-02,105,26000000,43500000,Michael De Luca,28.311,7.3,3559,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem."
Naruto the Movie: Guardians of the Crescent Moon Kingdom,"['Adventure', 'Animation', 'Action']",2006-08-05,95,0,3200000,Toshiyuki Tsuru,28.31,7.051,434,"Naruto Uzumaki, Kakashi Hatake, Sakura Haruno, and Rock Lee are assigned to protect the prince of the Land of the Moon, Michiru, during his world trip; other escorts had been hired, but quit due to being treated poorly. The Land of the Moon is a very wealthy nation, so Michiru tends to buy whatever he wants, and has a very materialistic worldview. His Hikaru, also acts in much the same manner."
Brightburn,"['Horror', 'Science Fiction', 'Thriller', 'Mystery']",2019-05-09,91,6000000,33224654,Shannon Murphy,28.309,6.132,3112,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?"
Fear,['Thriller'],1996-04-12,97,0,0,Christopher Crowe,28.305,6.438,817,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare."
Crank: High Voltage,"['Action', 'Thriller', 'Crime']",2009-04-16,95,20000000,34600000,Brian Taylor,28.282,6.1,2798,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.
ABBA: 50 Years Since Eurovision,"['Documentary', 'Music']",2024-01-31,0,0,0,Nick Randall,28.275,0.0,0,"The 50-year saga of the legendary Swedish pop quartet…from their iconic Eurovision triumph with 'Waterloo' to the pre-ABBA chapters of individual lives, and the genesis of their unique sound."
The Bridge Curse,"['Horror', 'Thriller', 'Mystery']",2020-02-27,87,0,0,Kobe Ko,28.27,6.5,82,"Four years after five students mysteriously committed suicide after taking part in a courage test on the ghost bridge in Donghu university, a reporter and a cinematographer are back to that place and try to get everything clear."
Bound,"['Drama', 'Thriller', 'Crime']",1996-09-13,105,4500000,7011317,Dan Wallin,28.27,7.181,925,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is immediately attracted to her."
Joyeux Noel,"['Drama', 'War', 'Romance', 'History']",2005-11-09,116,22000000,17709155,Christian Carion,28.255,7.407,847,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…"
Forgive Me Father,"['Thriller', 'Horror', 'Crime']",2024-11-04,77,0,0,Fredi 'Kruga' Nwaka,28.254,0.0,0,"When a number of mutilated bodies are discovered in a countryside mansion, seasoned Detective Taylor is charged with finding the killer. An unlikely suspect reveals that some secrets are taken to the grave...and some secrets TAKE US TO THE GRAVE!"
Towelhead,['Drama'],2008-09-12,111,0,367638,Alan Ball,28.248,6.2,144,"A young Arab-American girl struggles with her sexual obsession, a bigoted Army reservist, and her strict father during the Gulf War."
Olympians at Heart,['Family'],2021-07-17,88,0,0,Debbie Back,28.247,8.0,3,"Twins Essie and Ella are best friends who share a passion for gymnastics. When they are both up for the same event, its causes a divided, and they're faced with the challenge of competing against each other."
Liar Liar,['Comedy'],1997-03-21,86,45000000,302710615,Tom Shadyac,28.242,6.7,5588,"Fletcher Reed, a fast-talking, habitual liar, divorced father, is an incredibly successful lawyer who has built his career by lying. He is used to giving priority to his job and always breaking promises to be with his young son Max, but Fletcher often lets Max down, by missing his son's birthday party. But even then at 8:15 Max decides to make him an honest man as he wishes for a whole day where his father can't lie. When his son Max blows out the candles on his fifth birthday, he only has one wish - for his father to stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest obstacle"
There's Something About Mary,"['Romance', 'Comedy']",1998-07-15,119,23000000,369900000,Bobby Farrelly,28.217,6.6,4892,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her."
As Neves,['Drama'],2024-05-10,83,0,0,Sonia Méndez,28.214,6.2,2,"In As Neves, a mountain village, a group of teenagers celebrate a party and eat mushrooms for the first time. The next day they wake up to the news that Paula has disappeared. In addition, a snowstorm leaves the town cut off. It is urgent to find her but no one seems to know anything."
